---	full
PF12831.7	F4JQE2
PF13738.6	F4JQE2
PF01134.22	F4JQE2
PF01593.24	F4JQE2
PF13450.6	F4JQE2
PF13454.6	F4JQE2
PF01946.17	F4JQE2
PF01262.21	F4JQE2
PF04820.14	F4JQE2
PF02515.17	F4JQE2
PF02558.16	F4JQE2
PF06100.11	F4JQE2
PF02737.18	F4JQE2
PF00504.21	F4K8I1
PF13365.6	O22609
PF13180.6	O22609
PF00089.26	O22609
PF17820.1	O22609
PF14685.6	O22609
PF02907.15	O22609
PF05579.13	O22609
PF00595.24	O22609
PF01272.19	O22609
PF10459.9	O22609
PF00291.25	O22682
PF00107.26	O22682
PF08777.11	O22773
PF15565.6	O22773
PF01789.16	O23403
PF11947.8	O49668
PF14812.6	O49668
PF14851.6	O49668
PF04889.12	O49668
PF08595.11	O49668
PF03286.14	O49668
PF06284.11	O49668
PF11596.8	O49668
PF15451.6	O49668
PF09026.10	O49668
PF07267.11	O49668
PF06524.12	O49668
PF04931.13	O49668
PF00684.19	O64750
PF15777.5	O64750
PF16866.5	O64750
PF05368.13	O65502
PF13460.6	O65502
PF01370.21	O65502
PF01073.19	O65502
PF16912.5	O65502
PF00106.25	O65502
PF04321.17	O65502
PF07993.12	O65502
PF00504.21	O81208
PF17815.1	O82261
PF13365.6	O82261
PF00089.26	O82261
PF13180.6	O82261
PF17820.1	O82261
PF10459.9	O82261
PF00504.21	P04778
PF10143.9	P04778
PF00504.21	P0CJ48
PF10143.9	P0CJ48
PF00101.20	P10795
PF12338.8	P10795
PF00360.20	P14713
PF00989.25	P14713
PF08446.11	P14713
PF01590.26	P14713
PF00512.25	P14713
PF02518.26	P14713
PF13426.7	P14713
PF08448.10	P14713
PF13188.7	P14713
PF08447.12	P14713
PF17203.4	P14713
PF00111.27	P16972
PF01716.18	P23321
PF00316.20	P25851
PF15231.6	P25851
PF02800.20	P25856
PF00044.24	P25856
PF02800.20	P25857
PF00044.24	P25857
PF02672.15	P25857
PF00484.19	P27140
PF04725.12	P27202
PF00504.21	P27521
PF00316.20	P46283
PF00481.21	P49599
PF13672.6	P49599
PF00507.19	P56751
PF03661.13	P56751
PF00037.27	P56755
PF12838.7	P56755
PF13484.6	P56755
PF13237.6	P56755
PF13187.6	P56755
PF14697.6	P56755
PF12797.7	P56755
PF13534.6	P56755
PF12837.7	P56755
PF13183.6	P56755
PF13746.6	P56755
PF12800.7	P56755
PF13370.6	P56755
PF17179.4	P56755
PF13459.6	P56755
PF12798.7	P56755
PF00223.19	P56766
PF03918.14	P56766
PF16639.5	P56771
PF01333.19	P56771
PF04159.13	P56771
PF17870.1	P56771
PF00421.19	P56777
PF02392.16	P56788
PF00976.18	P56788
PF00515.28	P61843
PF07719.17	P61843
PF13176.6	P61843
PF13424.6	P61843
PF13181.6	P61843
PF13414.6	P61843
PF13431.6	P61843
PF13432.6	P61843
PF13428.6	P61843
PF13374.6	P61843
PF10373.9	P61843
PF13174.6	P61843
PF14559.6	P61843
PF07721.14	P61843
PF08238.12	P61843
PF04212.18	P61843
PF07219.13	P61843
PF09986.9	P61843
PF08631.10	P61843
PF10345.9	P61843
PF14853.6	P61843
PF17874.1	P61843
PF04184.12	P61843
PF00037.27	P62090
PF12837.7	P62090
PF14697.6	P62090
PF12838.7	P62090
PF12800.7	P62090
PF13237.6	P62090
PF13484.6	P62090
PF13187.6	P62090
PF13534.6	P62090
PF12797.7	P62090
PF17179.4	P62090
PF12798.7	P62090
PF13183.6	P62090
PF13370.6	P62090
PF13746.6	P62090
PF13459.6	P62090
PF05187.13	P62090
PF00504.21	Q01667
PF00231.19	Q01908
PF10224.9	Q01908
PF00836.19	Q01908
PF00504.21	Q07473
PF00254.28	Q0WRJ7
PF01040.18	Q0WUA3
PF13273.6	Q0WUA3
PF05757.11	Q2V4B2
PF05182.13	Q2V4B2
PF00146.21	Q37165
PF00210.24	Q39101
PF02915.17	Q39101
PF11939.8	Q39101
PF01434.18	Q39102
PF00004.29	Q39102
PF17862.1	Q39102
PF07728.14	Q39102
PF13191.6	Q39102
PF01695.17	Q39102
PF06068.13	Q39102
PF06480.15	Q39102
PF07724.14	Q39102
PF13401.6	Q39102
PF05496.12	Q39102
PF13671.6	Q39102
PF13521.6	Q39102
PF01078.21	Q39102
PF07123.12	Q39102
PF00504.21	Q39141
PF10143.9	Q39141
PF00504.21	Q39142
PF10143.9	Q39142
PF08022.12	Q3KTM0
PF08030.12	Q3KTM0
PF01794.19	Q3KTM0
PF00175.21	Q3KTM0
PF05757.11	Q41932
PF17542.2	Q41932
PF01025.19	Q41932
PF01789.16	Q42029
PF05757.11	Q42029
PF01106.17	Q84RQ7
PF08312.12	Q84RQ7
PF00684.19	Q8GSJ6
PF07092.12	Q8GSJ6
PF17302.2	Q8GSJ6
PF15777.5	Q8GSJ6
PF04650.17	Q8GSJ6
PF08271.12	Q8GYC7
PF14690.6	Q8GYC7
PF09851.9	Q8GYC7
PF13240.6	Q8GYC7
PF08792.10	Q8GYC7
PF13058.6	Q8GYC7
PF05876.12	Q8GYC7
PF01667.17	Q8GYC7
PF01096.18	Q8GYC7
PF06943.12	Q8GYC7
PF13248.6	Q8GYC7
PF09297.11	Q8GYC7
PF02150.16	Q8GYN2
PF07092.12	Q8GYN2
PF14354.6	Q8H112
PF13240.6	Q8H112
PF01096.18	Q8H112
PF14690.6	Q8H112
PF13058.6	Q8H112
PF13248.6	Q8H112
PF08271.12	Q8H112
PF14952.6	Q8H112
PF13717.6	Q8H112
PF07884.14	Q8L540
PF17555.2	Q8L540
PF14159.6	Q8LCA1
PF01910.17	Q8LCA1
PF00504.21	Q8LCQ4
PF03109.16	Q8RWG1
PF00069.25	Q8RWG1
PF01636.23	Q8RWG1
PF06176.11	Q8RWG1
PF00504.21	Q8VZ87
PF10143.9	Q8VZ87
PF00213.18	Q8W481
PF13460.6	Q8W4D6
PF05368.13	Q8W4D6
PF08547.12	Q8W4D6
PF01370.21	Q8W4D6
PF00106.25	Q8W4D6
PF02254.18	Q8W4D6
PF01073.19	Q8W4D6
PF02882.19	Q8W4D6
PF00365.20	Q8W4M5
PF00294.24	Q940Y6
PF02163.22	Q949Y5
PF01169.19	Q94AX5
PF03151.16	Q94B38
PF00892.20	Q94B38
PF08449.11	Q94B38
PF15159.6	Q94B38
PF13432.6	Q94BS2
PF00515.28	Q94BS2
PF07719.17	Q94BS2
PF14559.6	Q94BS2
PF00595.24	Q94BS2
PF09976.9	Q94BS2
PF13181.6	Q94BS2
PF13174.6	Q94BS2
PF12895.7	Q94BS2
PF01535.20	Q94BS2
PF17820.1	Q94BS2
PF00499.20	Q95695
PF13912.6	Q96289
PF12171.8	Q96289
PF13894.6	Q96289
PF12874.7	Q96289
PF00096.26	Q96289
PF13465.6	Q96289
PF15909.5	Q96289
PF18439.1	Q96289
PF12756.7	Q96289
PF06321.11	Q96289
PF18445.1	Q96289
PF18387.1	Q96289
PF13696.6	Q96289
PF00504.21	Q9C639
PF13806.6	Q9C9I7
PF00355.26	Q9C9I7
PF13719.6	Q9C9I7
PF00504.21	Q9C9K1
PF00365.20	Q9C9K3
PF10716.9	Q9CAC5
PF00504.21	Q9FEC1
PF13388.6	Q9FEC1
PF05308.11	Q9FEC1
PF01434.18	Q9FH02
PF00004.29	Q9FH02
PF17862.1	Q9FH02
PF07728.14	Q9FH02
PF13191.6	Q9FH02
PF06480.15	Q9FH02
PF06068.13	Q9FH02
PF01695.17	Q9FH02
PF07724.14	Q9FH02
PF13401.6	Q9FH02
PF05496.12	Q9FH02
PF13671.6	Q9FH02
PF01078.21	Q9FH02
PF13521.6	Q9FH02
PF01113.20	Q9FJ82
PF05173.14	Q9FJ82
PF02536.14	Q9FK23
PF02742.15	Q9FK23
PF00175.21	Q9FKW6
PF00970.24	Q9FKW6
PF00667.20	Q9FKW6
PF08030.12	Q9FKW6
PF00880.18	Q9FKW6
PF01555.18	Q9FKW6
PF03688.14	Q9FKW6
PF00162.19	Q9LD57
PF06506.11	Q9LD57
PF07160.12	Q9LIM5
PF16570.5	Q9LIM5
PF00504.21	Q9LMQ2
PF13326.6	Q9LR64
PF05585.12	Q9LR64
PF13365.6	Q9LU10
PF00089.26	Q9LU10
PF13180.6	Q9LU10
PF17820.1	Q9LU10
PF14685.6	Q9LU10
PF10459.9	Q9LU10
PF02907.15	Q9LU10
PF00595.24	Q9LU10
PF03609.14	Q9LU10
PF01732.16	Q9LU10
PF00111.27	Q9LU21
PF10615.9	Q9LU39
PF09419.10	Q9LXR9
PF13242.6	Q9LXR9
PF13419.6	Q9LXR9
PF05761.14	Q9LXR9
PF00210.24	Q9LYN2
PF02915.17	Q9LYN2
PF04498.12	Q9LYN2
PF02672.15	Q9LZP9
PF00153.27	Q9M024
PF18405.1	Q9M024
PF02674.16	Q9M024
PF00581.20	Q9M158
PF01062.21	Q9M2D2
PF00316.20	Q9MA79
PF00459.25	Q9MA79
PF18345.1	Q9MA79
PF06026.14	Q9S726
PF00455.22	Q9S726
PF00210.24	Q9S756
PF04498.12	Q9S756
PF12653.7	Q9S756
PF00504.21	Q9S7J7
PF00504.21	Q9S7M0
PF01241.18	Q9S7N7
PF12620.8	Q9S7N7
PF00504.21	Q9S7W1
PF01716.18	Q9S841
PF01075.17	Q9S9N6
PF06522.11	Q9S9N6
PF13365.6	Q9SEL7
PF00089.26	Q9SEL7
PF02907.15	Q9SEL7
PF10459.9	Q9SEL7
PF14738.6	Q9SEL7
PF07719.17	Q9SF54
PF00515.28	Q9SF54
PF13181.6	Q9SF54
PF14559.6	Q9SF54
PF13428.6	Q9SF54
PF13432.6	Q9SF54
PF13371.6	Q9SF54
PF13424.6	Q9SF54
PF12895.7	Q9SF54
PF13174.6	Q9SF54
PF16266.5	Q9SF54
PF16918.5	Q9SF54
PF14561.6	Q9SF54
PF03704.17	Q9SF54
PF13176.6	Q9SF54
PF03232.13	Q9SF54
PF09295.10	Q9SF54
PF13431.6	Q9SF54
PF06619.11	Q9SF54
PF13374.6	Q9SF54
PF10130.9	Q9SF54
PF13414.6	Q9SF54
PF06485.11	Q9SFB3
PF05757.11	Q9SGH4
PF05082.13	Q9SGH4
PF00504.21	Q9SHR7
PF00504.21	Q9SJ02
PF11264.8	Q9SKT0
PF14177.6	Q9SKT0
PF03186.13	Q9SKT0
PF15570.6	Q9SL05
PF00301.20	Q9SLI4
PF02150.16	Q9SLI4
PF01155.19	Q9SLI4
PF12760.7	Q9SLI4
PF18073.1	Q9SLI4
PF16329.5	Q9SLI4
PF09723.10	Q9SLI4
PF16866.5	Q9SLI4
PF13248.6	Q9SLI4
PF13240.6	Q9SLI4
PF13041.6	Q9SNB7
PF13812.6	Q9SNB7
PF01535.20	Q9SNB7
PF12854.7	Q9SNB7
PF17177.4	Q9SNB7
PF05853.12	Q9SNB7
PF06239.11	Q9SNB7
PF08064.13	Q9SNB7
PF11998.8	Q9SRY4
PF07719.17	Q9SRY4
PF00515.28	Q9SRY4
PF13432.6	Q9SRY4
PF13414.6	Q9SRY4
PF14559.6	Q9SRY4
PF13424.6	Q9SRY4
PF00213.18	Q9SSS9
PF09298.11	Q9SSS9
PF07558.11	Q9SSS9
PF17856.1	Q9SSS9
PF16550.5	Q9SSS9
PF16717.5	Q9SSS9
PF00504.21	Q9SY97
PF13328.6	Q9SYH1
PF04607.17	Q9SYH1
PF01966.22	Q9SYH1
PF02597.20	Q9SYH1
PF00365.20	Q9SYP2
PF00504.21	Q9SYW8
PF00122.20	Q9SZC9
PF00702.26	Q9SZC9
PF00403.26	Q9SZC9
PF08282.12	Q9SZC9
PF04458.12	Q9SZC9
PF13419.6	Q9SZC9
PF11623.8	Q9T0A4
PF01213.19	Q9T0A4
PF00504.21	Q9XF87
PF00504.21	Q9XF88
PF00504.21	Q9XF89
PF05757.11	Q9XFT3
PF01025.19	Q9XFT3
PF05757.11	Q9XI73
PF03161.13	Q9XIL5
PF13041.6	Q9XIL5
PF01535.20	Q9XIL5
PF13812.6	Q9XIL5
PF17177.4	Q9XIL5
PF12854.7	Q9XIL5
PF13181.6	Q9XIL5
PF10602.9	Q9XIL5
PF04539.16	Q9ZNX9
PF04545.16	Q9ZNX9
PF04542.14	Q9ZNX9
PF00196.19	Q9ZNX9
PF08281.12	Q9ZNX9
PF08802.10	Q9ZR03
PF00355.26	Q9ZR03
PF15920.5	Q9ZR03
PF04536.14	Q9ZVL6
PF13562.6	Q9ZVL6
PF16810.5	Q9ZVL6
PF13326.6	Q9ZVZ9
PF17457.2	Q9ZVZ9
PF00736.19	A8MRC4
PF12572.8	A8MRC4
PF03283.13	B9DFR3
PF00957.21	B9DH97
PF13774.6	B9DH97
PF04791.16	B9DH97
PF06365.12	B9DH97
PF16992.5	B9DH97
PF09972.9	B9DH97
PF01105.24	B9DH97
PF03003.16	B9DH97
PF13800.6	B9DH97
PF01357.21	F4HPC1
PF03330.18	F4HPC1
PF17295.2	F4HPC1
PF01762.21	F4HR76
PF13334.6	F4HR76
PF02434.16	F4HR76
PF14770.6	F4HUY1
PF09842.9	F4HUY1
PF03283.13	F4I107
PF03407.16	F4I6V0
PF03283.13	F4I839
PF00069.25	F4I9D5
PF07714.17	F4I9D5
PF08263.12	F4I9D5
PF13855.6	F4I9D5
PF12799.7	F4I9D5
PF00560.33	F4I9D5
PF17667.1	F4I9D5
PF01636.23	F4I9D5
PF00295.17	F4IA77
PF12708.7	F4IA77
PF13839.6	F4IH21
PF14416.6	F4IH21
PF00786.28	F4IVV0
PF09726.9	F4IVV0
PF02383.18	F4J9G0
PF00397.26	F4J9G0
PF16499.5	F4JCI4
PF17801.1	F4JCI4
PF14200.6	F4JCI4
PF00337.22	F4JIK9
PF01762.21	F4JIK9
PF02434.16	F4JIK9
PF00249.31	F4JSU0
PF13921.6	F4JSU0
PF03016.15	F4K6F1
PF05007.13	F4K8F7
PF06728.13	F4K8F7
PF01915.22	F4KE06
PF14310.6	F4KE06
PF03081.15	F4KGM7
PF10675.9	F4KGM7
PF04136.15	F4KGM7
PF05130.12	F4KGM7
PF12347.8	F4KGM7
PF09177.11	F4KGM7
PF04833.15	O04500
PF13850.6	O04500
PF13839.6	O04523
PF14416.6	O04523
PF17491.2	O04523
PF04043.15	O22244
PF02276.18	O22244
PF03214.13	O22666
PF10111.9	O22666
PF00535.26	O22666
PF05637.12	O22775
PF03407.16	O22775
PF03314.14	O22775
PF01697.27	O22807
PF13704.6	O22807
PF15345.6	O22807
PF03385.17	O22943
PF13839.6	O22960
PF14416.6	O22960
PF00295.17	O23147
PF12708.7	O23147
PF12218.8	O23147
PF14221.6	O23147
PF03552.14	O23386
PF00201.18	O48676
PF04101.16	O48676
PF03033.20	O48676
PF00400.32	O48847
PF12894.7	O48847
PF08513.11	O48847
PF08662.11	O48847
PF04053.14	O48847
PF16529.5	O48847
PF04762.12	O48847
PF03552.14	O48946
PF14569.6	O48946
PF13632.6	O48946
PF14570.6	O48946
PF02318.16	O48946
PF14446.6	O48946
PF11586.8	O48946
PF05290.11	O48946
PF13901.6	O48946
PF03552.14	O48947
PF14569.6	O48947
PF13632.6	O48947
PF14570.6	O48947
PF02318.16	O48947
PF00535.26	O48947
PF13641.6	O48947
PF14446.6	O48947
PF03552.14	O49323
PF13632.6	O49323
PF13641.6	O49323
PF02411.15	O49323
PF00082.22	O49607
PF17766.1	O49607
PF05922.16	O49607
PF02225.22	O49607
PF00953.21	O49730
PF10555.9	O49730
PF00249.31	O49782
PF13921.6	O49782
PF09111.10	O49782
PF11626.8	O49782
PF04893.17	O64614
PF07786.12	O64614
PF00232.18	O64883
PF01697.27	O65431
PF13704.6	O65431
PF00067.22	O65782
PF14676.6	O65782
PF04754.12	O65782
PF17109.5	O65782
PF00394.22	O80434
PF07732.15	O80434
PF07731.14	O80434
PF00071.22	O80501
PF08477.13	O80501
PF00025.21	O80501
PF00009.27	O80501
PF04670.12	O80501
PF09439.10	O80501
PF03193.16	O80501
PF02421.18	O80501
PF01926.23	O80501
PF13676.6	O80501
PF05621.11	O80501
PF12775.7	O80501
PF00274.19	O80501
PF16897.5	O80501
PF03283.13	O80731
PF00326.21	O80731
PF00722.21	O80803
PF06955.12	O80803
PF03552.14	O80891
PF03552.14	O80898
PF06814.13	O80898
PF03552.14	O80899
PF13632.6	O80899
PF13839.6	O80919
PF14416.6	O80919
PF13839.6	O80940
PF14416.6	O80940
PF03254.13	O81053
PF00067.22	O81346
PF17231.2	O81346
PF01190.17	O81417
PF00071.22	O82481
PF08477.13	O82481
PF00025.21	O82481
PF00719.19	P21216
PF00722.21	P24806
PF06955.12	P24806
PF00071.22	P28185
PF08477.13	P28185
PF00025.21	P28185
PF01926.23	P28185
PF04670.12	P28185
PF03193.16	P28185
PF00009.27	P28185
PF13401.6	P28185
PF13191.6	P28185
PF09439.10	P28185
PF13479.6	P28185
PF12775.7	P28185
PF18751.1	P28185
PF00005.27	P28185
PF05621.11	P28185
PF12318.8	P28185
PF13304.6	P28185
PF03030.16	P31414
PF01031.20	P42697
PF00350.23	P42697
PF02212.18	P42697
PF01926.23	P42697
PF17075.5	P42697
PF04107.13	P46309
PF01698.16	P46309
PF01704.18	P57751
PF05879.12	P93042
PF01926.23	P93042
PF00350.23	P93042
PF02263.19	P93042
PF00005.27	P93042
PF13521.6	P93042
PF13173.6	P93042
PF13191.6	P93042
PF06394.13	P93042
PF00722.21	P93046
PF06955.12	P93046
PF03759.13	Q0WNP7
PF00933.21	Q0WNW0
PF01915.22	Q0WNW0
PF10250.9	Q0WPA5
PF08241.12	Q0WPN7
PF13649.6	Q0WPN7
PF07021.12	Q0WPN7
PF11899.8	Q0WPN7
PF13839.6	Q0WPS0
PF14416.6	Q0WPS0
PF03954.14	Q0WPS0
PF03552.14	Q0WT40
PF01852.19	Q0WV12
PF00046.29	Q0WV12
PF05920.11	Q0WV12
PF15898.5	Q0WV12
PF01501.20	Q0WV13
PF18404.1	Q0WV13
PF18022.1	Q0WV13
PF03552.14	Q0WVN5
PF13632.6	Q0WVN5
PF13641.6	Q0WVN5
PF13506.6	Q0WVN5
PF13839.6	Q1PFD9
PF14416.6	Q1PFD9
PF00722.21	Q38857
PF06955.12	Q38857
PF00722.21	Q38907
PF06955.12	Q38907
PF00295.17	Q38958
PF12708.7	Q38958
PF13229.6	Q38958
PF01565.23	Q39085
PF02701.15	Q39088
PF00722.21	Q39099
PF06955.12	Q39099
PF01991.18	Q39258
PF07377.12	Q39258
PF15571.6	Q39258
PF04857.20	Q39258
PF15398.6	Q39258
PF00069.25	Q42371
PF13855.6	Q42371
PF07714.17	Q42371
PF12799.7	Q42371
PF00560.33	Q42371
PF08263.12	Q42371
PF13516.6	Q42371
PF17667.1	Q42371
PF01636.23	Q42371
PF01369.20	Q42510
PF12783.7	Q42510
PF16206.5	Q42510
PF09324.10	Q42510
PF12850.7	Q42510
PF00290.20	Q42529
PF00977.21	Q42529
PF01884.17	Q42529
PF05690.14	Q42529
PF04131.14	Q42529
PF00834.19	Q42529
PF03437.15	Q42529
PF10250.9	Q4V398
PF13639.6	Q500V2
PF13923.6	Q500V2
PF12678.7	Q500V2
PF14634.6	Q500V2
PF13920.6	Q500V2
PF17123.5	Q500V2
PF11145.8	Q500V2
PF17120.5	Q500V2
PF00097.25	Q500V2
PF14447.6	Q500V2
PF12861.7	Q500V2
PF13445.6	Q500V2
PF11793.8	Q500V2
PF12906.7	Q500V2
PF14570.6	Q500V2
PF00067.22	Q501D8
PF03552.14	Q570S7
PF13632.6	Q570S7
PF13641.6	Q570S7
PF13639.6	Q5PP23
PF14634.6	Q5PP23
PF12678.7	Q5PP23
PF13923.6	Q5PP23
PF13920.6	Q5PP23
PF11145.8	Q5PP23
PF17123.5	Q5PP23
PF14447.6	Q5PP23
PF00097.25	Q5PP23
PF12861.7	Q5PP23
PF17120.5	Q5PP23
PF11793.8	Q5PP23
PF12906.7	Q5PP23
PF14570.6	Q5PP23
PF01762.21	Q5XEZ1
PF13334.6	Q5XEZ1
PF03283.13	Q66GM8
PF07779.12	Q66GQ5
PF00141.23	Q67Z07
PF03283.13	Q6DBP4
PF00326.21	Q6DBP4
PF14575.6	Q6DR41
PF03016.15	Q6NKR6
PF07974.13	Q6NKR6
PF18720.1	Q6NKR6
PF00332.18	Q6NKW9
PF07983.13	Q6NKW9
PF00925.20	Q6NKW9
PF14092.6	Q6NKW9
PF04669.13	Q6NMK1
PF03016.15	Q6NMM8
PF02326.15	Q6NMM8
PF00793.20	Q6NQL4
PF00249.31	Q6R0C4
PF13921.6	Q6R0C4
PF15963.5	Q6R0C4
PF02192.16	Q6R0C4
PF03016.15	Q7XJ98
PF08559.10	Q7XJ98
PF02383.18	Q7XZU3
PF13280.6	Q7XZU3
PF00150.18	Q7Y223
PF11790.8	Q7Y223
PF02836.17	Q7Y223
PF01261.24	Q7Y223
PF03552.14	Q84JA6
PF14569.6	Q84JA6
PF13632.6	Q84JA6
PF14570.6	Q84JA6
PF13641.6	Q84JA6
PF02413.17	Q84JA6
PF03283.13	Q84JS1
PF03840.14	Q84JS1
PF00010.26	Q84TK1
PF12196.8	Q84TK1
PF02365.15	Q84WP6
PF06507.13	Q84WU6
PF02362.21	Q84WU6
PF00225.23	Q8GS71
PF16796.5	Q8GS71
PF03599.16	Q8GS71
PF01501.20	Q8GWT1
PF18404.1	Q8GWT1
PF18022.1	Q8GWT1
PF01501.20	Q8GWW4
PF03407.16	Q8GWW4
PF11051.8	Q8GWW4
PF06840.11	Q8GWW4
PF00010.26	Q8GX46
PF15387.6	Q8GX46
PF00337.22	Q8GXG6
PF01762.21	Q8GXG6
PF02434.16	Q8GXG6
PF02365.15	Q8GY42
PF07058.11	Q8GYX3
PF10046.9	Q8GYX3
PF15619.6	Q8GYX3
PF00620.27	Q8GYY5
PF00786.28	Q8GYY5
PF15387.6	Q8GYY5
PF03360.16	Q8L707
PF03552.14	Q8L778
PF14569.6	Q8L778
PF13632.6	Q8L778
PF14570.6	Q8L778
PF00535.26	Q8L778
PF02318.16	Q8L778
PF14446.6	Q8L778
PF13641.6	Q8L778
PF07779.12	Q8L7C8
PF04833.15	Q8L8Q7
PF14096.6	Q8L8Q7
PF15842.5	Q8LBX7
PF00558.19	Q8LBX7
PF17870.1	Q8LBX7
PF12768.7	Q8LBX7
PF16492.5	Q8LBX7
PF07690.16	Q8LBX7
PF17231.2	Q8LBX7
PF06305.11	Q8LBX7
PF13974.6	Q8LBX7
PF13965.6	Q8LBX7
PF14575.6	Q8LBX7
PF00722.21	Q8LC45
PF06955.12	Q8LC45
PF00722.21	Q8LDW9
PF06955.12	Q8LDW9
PF13839.6	Q8LED3
PF14416.6	Q8LED3
PF02469.22	Q8LEE9
PF02469.22	Q8LEJ6
PF03083.16	Q8LFH5
PF03650.13	Q8LFH5
PF04193.14	Q8LFH5
PF13178.6	Q8LPG9
PF00612.27	Q8LPG9
PF03552.14	Q8LPK5
PF14569.6	Q8LPK5
PF13632.6	Q8LPK5
PF16004.5	Q8LPK5
PF14570.6	Q8LPK5
PF02318.16	Q8LPK5
PF10500.9	Q8LPK5
PF06375.11	Q8LPK5
PF00628.29	Q8LPK5
PF11781.8	Q8LPK5
PF03107.16	Q8LPK5
PF16269.5	Q8RWE8
PF00620.27	Q8RWQ4
PF14389.6	Q8RWQ4
PF00169.29	Q8RWQ4
PF15413.6	Q8RWQ4
PF13334.6	Q8RWQ4
PF09720.10	Q8RWQ4
PF07439.11	Q8RWQ4
PF09486.10	Q8RWQ4
PF00337.22	Q8RX55
PF01762.21	Q8RX55
PF02434.16	Q8RX55
PF03552.14	Q8RX83
PF00400.32	Q8RXD8
PF12894.7	Q8RXD8
PF02239.16	Q8RXD8
PF13570.6	Q8RXD8
PF08662.11	Q8RXD8
#
Program:	hmmscan
Version:	3.1b2
Pipeline	mode:
Query	file:
Target	file:
Option	settings:
Current	dir:
Date:	Tue
[ok]
